rootfolder,video,utterance,arousal,valence,fold
07ab3c980,07ab3c980_1,utterance_1.mp4,0.29623006420000003,0.6743070346,1
07ab3c980,07ab3c980_1,utterance_2.mp4,0.1709596366,0.6215631328,1
07ab3c980,07ab3c980_1,utterance_3.mp4,0.176283745,0.3073712544,1
07ab3c980,07ab3c980_1,utterance_4.mp4,0.1246763158,-0.0548003145,1
07ab3c980,07ab3c980_1,utterance_5.mp4,0.1668344809,0.0378432237,1
07ab3c980,07ab3c980_1,utterance_6.mp4,0.2007750799,0.0752892254,1
07ab3c980,07ab3c980_1,utterance_7.mp4,0.09047372640000001,-0.18308428079999997,1
07ab3c980,07ab3c980_1,utterance_8.mp4,0.1991149729,-0.2394828266,1
07ab3c980,07ab3c980_1,utterance_9.mp4,0.2512024411,0.011484773899999998,1
07ab3c980,07ab3c980_1,utterance_10.mp4,0.1472492457,-0.1818016059,1
0cf41d04d,0cf41d04d_1,utterance_24.mp4,0.1849402078,0.30359877539999996,6
0cf41d04d,0cf41d04d_1,utterance_25.mp4,0.5790200556,0.5139490785999999,6
0cf41d04d,0cf41d04d_1,utterance_28.mp4,0.7409643837000001,0.5643134438,6
0cf41d04d,0cf41d04d_1,utterance_30.mp4,0.21312456649999997,0.1386999641,6
0f3183771,0f3183771_1,utterance_1.mp4,0.485310773,0.2782886504,1
0f3183771,0f3183771_1,utterance_3.mp4,0.6930435285,0.5042561509000001,1
0f3183771,0f3183771_1,utterance_4.mp4,0.8008603395999999,0.6638125907,1
105a3c08f,105a3c08f_1,utterance_15.mp4,0.3724904114,-0.1992437786,1
105a3c08f,105a3c08f_1,utterance_16.mp4,0.6813840889,-0.046655476900000006,1
105a3c08f,105a3c08f_1,utterance_19.mp4,0.38549591920000004,-0.42266802600000003,1
105a3c08f,105a3c08f_1,utterance_20.mp4,0.3438598758,-0.4344179211,1
105a3c08f,105a3c08f_1,utterance_21.mp4,0.2814901955,-0.3653217236,1
105a3c08f,105a3c08f_1,utterance_22.mp4,0.0763145792,-0.2180131066,1
1808cc160,1808cc160_1,utterance_2.mp4,0.4717442648,0.19603235309999997,1
1808cc160,1808cc160_1,utterance_3.mp4,0.4423198764,0.0944729681,1
1808cc160,1808cc160_1,utterance_4.mp4,0.4629678639,0.1915429918,1
1808cc160,1808cc160_1,utterance_5.mp4,0.5247823420000001,0.04418514849999999,1
1808cc160,1808cc160_1,utterance_6.mp4,0.5179221022,0.4169380268,1
1808cc160,1808cc160_1,utterance_7.mp4,0.4765795329,0.1810562264,1
1808cc160,1808cc160_1,utterance_8.mp4,0.6232445677,0.5188349903,1
1808cc160,1808cc160_1,utterance_9.mp4,0.5025949394,-0.049793053,1
1808cc160,1808cc160_1,utterance_10.mp4,0.5027654045000001,0.0551161596,1
1808cc160,1808cc160_1,utterance_11.mp4,0.5653875021,0.2199289248,1
1808cc160,1808cc160_1,utterance_12.mp4,0.331240966,0.440105074,1
1808cc160,1808cc160_1,utterance_13.mp4,0.45425650630000003,0.045170570599999994,1
1808cc160,1808cc160_1,utterance_14.mp4,0.5206999333,0.1946633617,1
1808cc160,1808cc160_1,utterance_15.mp4,0.5767429521,0.08961952990000001,1
1808cc160,1808cc160_1,utterance_16.mp4,0.5044063751,0.231545488,1
1808cc160,1808cc160_1,utterance_17.mp4,0.5115377863,0.1882813447,1
1808cc160,1808cc160_1,utterance_18.mp4,0.4895698499,-0.049836949400000004,1
1808cc160,1808cc160_1,utterance_19.mp4,0.5107807032,0.1969738699,1
1808cc160,1808cc160_1,utterance_20.mp4,0.4707635671,0.2277308452,1
1808cc160,1808cc160_1,utterance_21.mp4,0.5380201285,0.2846083096,1
1808cc160,1808cc160_1,utterance_22.mp4,0.6241965176,0.17095864030000002,1
1808cc160,1808cc160_1,utterance_23.mp4,0.6189708109000001,-0.036799846000000004,1
1808cc160,1808cc160_1,utterance_24.mp4,0.3516625799,-0.1768920657,1
1b6b8344c,1b6b8344c_1,utterance_1.mp4,0.1477332627,0.4320457812,1
1b6b8344c,1b6b8344c_1,utterance_2.mp4,0.3597010389,0.1749716663,1
1b6b8344c,1b6b8344c_1,utterance_3.mp4,0.17244617539999998,0.0924347531,1
1b6b8344c,1b6b8344c_1,utterance_4.mp4,0.1547054468,0.1714021051,1
1b6b8344c,1b6b8344c_1,utterance_5.mp4,0.3735104247,0.2250068687,1
1b6b8344c,1b6b8344c_1,utterance_6.mp4,0.3789898782,0.2893047722,1
1b6b8344c,1b6b8344c_1,utterance_7.mp4,0.2992459585,0.25124480899999996,1
1b6b8344c,1b6b8344c_1,utterance_8.mp4,0.25390112239999996,0.207693458,1
1e0c8219d,1e0c8219d_1,utterance_1.mp4,0.5951571269,0.6327277214,6
1e0c8219d,1e0c8219d_1,utterance_2.mp4,0.34335955490000003,0.2802465627,6
1e0c8219d,1e0c8219d_1,utterance_3.mp4,0.5769503847,0.4225157124,6
34d64e449,34d64e449_2,utterance_20.mp4,0.7357863102,0.460543683,1
34d64e449,34d64e449_2,utterance_21.mp4,0.49973743229999995,0.13696686060000002,1
34d64e449,34d64e449_2,utterance_22.mp4,0.5337171959,-0.029192482599999996,1
34d64e449,34d64e449_2,utterance_23.mp4,0.4748710967,-0.0675831066,1
34d64e449,34d64e449_2,utterance_24.mp4,0.7090002651999999,0.2258177229,1
